phrase;rel_page;2018-11-30;2018-12-01;2018-12-02;2018-12-03;2018-12-04;2018-12-05;2018-12-06;2018-12-07;2018-12-08;2018-12-09;2018-12-10;2018-12-11;2018-12-12;2018-12-13;2018-12-14;2018-12-15;2018-12-16;2018-12-17;2018-12-18;2018-12-19
средства от купероза на лице;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средства от перхоти цена;https://da-vita.ru/catalog/ot-perhoti.html;25;31;40;22;34;34;37;27;34;34;33;33;29;38;29;38;46;43;31;31
средства от секущихся кончиков волос купить;-;99;99;88;17;88;88;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от акне;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от жирных волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от кругов под глазами купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от купероза на лице;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от мешков под глазами купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от отеков под глазами купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от перхоти для мужчин купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от перхоти купить;https://da-vita.ru/catalog/ot-perhoti.html;24;27;27;22;23;23;20;30;23;20;28;22;33;31;39;45;31;32;29;49
средство от раздражения на коже купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
средство от секущихся волос купить;-;101;101;101;101;101;101;101;101;101;101;89;101;101;101;101;101;101;101;101;101
средство от черных точек на носу купить;https://da-vita.ru/catalog/kosmetika-ot-chernih-tochkek.html;12;10;23;10;10;8;11;9;12;9;9;9;11;10;10;10;10;10;12;10
сс крем на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сс крем с лифтинг эффектом;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сыворотка ahava;https://da-vita.ru/catalog/sivorotki-serumi-ahava.html;28;35;21;38;37;35;20;33;34;23;33;23;40;39;34;34;34;28;39;36
сыворотка dr sea;https://da-vita.ru/catalog/sivorotki-dlya-lica-dr-sea.html;47;45;47;46;45;43;43;45;45;32;45;43;43;34;41;41;35;35;32;38
сыворотка sea of spa;https://da-vita.ru/catalog/maslo-makadamii-dlya-volos/maslyanaya-sivorotka-s-keratinom-i-maslom-makadamii.html;53;53;53;50;52;50;28;48;49;58;51;55;59;57;28;51;31;31;40;39
сыворотка гиалуроновой кислоты цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;97;97;101;101;101
сыворотка для глаз sea of spa;https://da-vita.ru/catalog/sivorotki-balzami-losoni-s-aloe/aktivnaya_sivorotka_dlya_koji_vokrug_glaz_alternative_plus_.html;60;58;61;55;48;54;57;58;58;57;57;42;50;55;57;46;62;58;60;59
сыворотка для лица dr sea;https://da-vita.ru/catalog/sivorotki-dlya-lica-dr-sea.html;47;47;48;42;42;43;47;43;43;43;43;42;44;43;44;45;43;43;41;47
сыворотка для лица sea of spa укрепляющая;https://da-vita.ru/catalog/kosmetika-s-l-nyanim-maslom/ukreplyayushchii_serum_dlya_lica_dlya_vseh_tipov_koji_bio_marine.html;17;12;21;20;21;18;18;18;14;11;13;11;12;13;11;12;12;11;13;11
сыворотка для лица израильская косметика;https://da-vita.ru/catalog/izrailskie-sivorotki-dlya-lica.html;4;4;3;6;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
сыворотка обогащенная черной икрой;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сыворотка с витамином с купить;https://da-vita.ru/catalog/sivorotki-s-vitaminom-c.html;29;31;27;23;22;24;23;26;27;23;24;23;21;24;23;23;24;21;20;24
сыворотка с витамином с цена;https://da-vita.ru/catalog/sivorotki-s-vitaminom-c.html;31;31;31;24;22;20;22;29;27;22;21;28;58;29;24;25;33;26;49;27
сыворотка с золотом;-;87;87;100;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
сыворотки premier;https://da-vita.ru/catalog/sivorotki-serumi-premier.html;8;8;9;8;11;7;5;6;5;5;5;5;9;8;8;22;6;7;6;8
термальная маска black pearl;https://da-vita.ru/catalog/brendi/termalnaya_razogrevayushchaya_maska_dlya_lica.html;8;4;13;6;4;4;5;4;5;4;5;3;6;3;5;5;4;4;6;5
тканевые маски для лица купить;https://da-vita.ru/catalog/tkanevie.html;42;40;44;42;36;35;35;36;37;29;31;30;37;36;50;29;30;34;29;28
тканевые маски купить;https://da-vita.ru/catalog/tkanevie.html;48;50;60;43;44;42;38;44;42;33;35;31;44;38;34;48;54;34;32;50
тональный крем для жирной кожи купить;https://da-vita.ru/catalog/kremi-dlya-jirnoi-koji.html;28;41;42;41;41;40;101;36;28;22;30;32;35;30;22;29;27;16;85;85
тональный крем для жирной кожи на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для комбинированной кожи купить;-;65;65;65;63;60;59;91;98;99;55;56;95;101;101;101;101;101;101;101;101
тональный крем для лета стойкий;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для лица на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;52;51;54;49;49;49;32;50;25;52;44;42;43;47;42;45;34;44;56;20
тональный крем для проблемной кожи на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем для цветотипа лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на весну;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на весну для комбинированной кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето для комбинированной кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тональный крем на лето для сухой кожи;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
тоник dr sea;https://da-vita.ru/catalog/kosmetika-s-kastorovim-maslom/mineralnii_ochishchayushchii_tonik_s_ekstraktami_aloe_vera_i_ogurca.html;18;26;23;11;19;19;8;17;19;4;18;14;23;22;24;20;19;19;13;19
тоник для лица для чего он нужен;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
увлажняющая маска для волос купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-maski-dlya-volos.html;17;17;33;18;14;10;13;14;17;14;13;15;18;14;11;14;11;8;16;9
увлажняющие маски для кудрявых волос купить;https://da-vita.ru/catalog/uvlajnyayushchie-pitatelnie-maski-dlya-volos.html;39;38;52;43;41;36;38;39;45;36;36;38;33;31;24;30;31;29;28;26
увлажняющие маски для рук купить;https://da-vita.ru/catalog/uvlajnyayushchie-i-pitayushchie.html;86;85;85;86;86;87;77;77;77;43;45;81;81;81;54;52;77;77;48;56
увлажняющие маски купить;https://da-vita.ru/catalog/uvlajnyayushchie-i-pitayushchie.html;101;101;101;101;101;101;101;101;101;101;101;30;34;34;36;35;37;22;22;21
увлажняющий гель для душа купить;https://da-vita.ru/catalog/uvlajnyayushchie-koju-geli-dlya-dusha.html;19;17;19;17;99;19;19;19;20;17;16;14;19;13;13;19;12;12;18;13
увлажняющий крем dr sea;https://da-vita.ru/catalog/rastitelnie-masla/uvlajnyayushchii_krem_s_maslami_olivi_i_papaii_i_ekstraktom_zelenogo_chaya_spf_15.html;71;61;76;75;75;56;74;73;74;71;71;73;54;72;68;50;67;68;70;69
увлажняющий крем mon platin dsm;https://da-vita.ru/catalog/nedorogie-kremi-dlya-lica/uvlajnyayushchii-krem-dlya-jirnoi-koji.html;59;69;67;68;70;54;62;63;65;61;60;62;63;53;56;57;53;51;40;33
увлажняющий крем для лета;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;10;13;16;14;79;11;13;13;14;12;12;12;15;15;15;14;9;14;15;11
увлажняющий крем для лица на лето;https://da-vita.ru/beauty-blog/kak-vibrat-krem-na-leto-i-vesnu.html;10;16;18;16;16;16;15;13;15;13;14;13;15;12;11;12;10;12;13;12
успокаивающая маска для лица купить;https://da-vita.ru/catalog/zajivlyayushchie-uspokaivayushchie.html;43;39;39;29;29;27;28;26;31;21;23;37;26;23;19;21;20;21;28;25
успокаивающая маска купить;https://da-vita.ru/catalog/zajivlyayushchie-uspokaivayushchie.html;43;40;44;28;27;29;32;18;35;26;37;26;30;27;24;26;24;23;37;19
филлер для волос купить;https://da-vita.ru/catalog/filleri-i-ampuli-dlya-volos.html;31;33;34;28;31;34;24;23;25;22;23;31;22;27;45;27;45;26;35;26
хлавин косметика;https://da-vita.ru/catalog/lavilin__hlavin.html;7;15;16;10;15;7;12;14;15;12;12;12;14;12;10;10;9;27;13;13
целебная грязь мертвого моря;https://da-vita.ru/beauty-blog/gryaz-mertvogo-morya.html;3;3;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2
целебная грязь мертвого моря отзывы;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
цена на израильскую косметику;https://da-vita.ru/catalog/izrailskaya-kosmetika.html;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3
что такое акне;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампуни premier;https://da-vita.ru/catalog/shampuni-ot-vipadeniya-volos/shampun-ot-vipadeniya-volos-premier.html;10;6;10;6;6;7;7;7;7;10;8;6;7;11;10;6;6;5;10;6
шампунь dr sea;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь dr sea купить;https://da-vita.ru/catalog/dlya_volos_drsea.html;50;51;53;46;43;42;44;41;44;42;42;51;41;37;40;40;39;36;36;32
шампунь health beauty;https://da-vita.ru/catalog/dlya_volos_man/men_shampoo_hb.html;58;55;57;53;44;41;78;82;82;28;29;30;40;32;48;65;82;82;82;82
шампунь mon platin dsm;-;101;101;97;98;98;98;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь mon platin dsm купить;https://da-vita.ru/catalog/mon-platin-dsm.html;27;25;23;9;11;22;20;10;13;9;17;9;14;11;16;17;17;17;20;10
шампунь активатор роста волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь активатор роста волос цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь гель для душа для мужчин купить;https://da-vita.ru/catalog/gel-shampun-dlya-mujchin.html;51;31;41;28;29;44;24;23;38;25;25;27;30;25;49;51;87;88;37;32
шампунь для блеска волос купить;https://da-vita.ru/catalog/shampuni-dlya-bleska-volos.html;22;20;19;16;22;22;20;21;24;16;18;21;20;19;14;16;20;12;12;12
шампунь для волос dr sea;https://da-vita.ru/catalog/dlya_volos_drsea.html;60;58;58;45;44;41;41;43;46;44;44;51;53;55;43;37;56;39;37;34
шампунь для волос с маслом арганы купить;https://da-vita.ru/catalog/maslo-argani-dlya-volos.html;89;89;59;40;40;41;45;44;42;40;41;42;45;43;41;53;41;45;44;56
шампунь для волос цена;https://da-vita.ru/catalog/shampuni.html;58;45;50;51;43;44;43;49;50;38;44;47;52;53;52;51;66;48;68;52
шампунь для глубокой очистки волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для кудрявых волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для окрашенных волос цена;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для роста волос для мужчин купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для светлых волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь для смешанного типа волос купить;https://da-vita.ru/catalog/bezsul-fatnie-shampuni.html;82;84;86;82;84;83;74;76;80;72;74;82;84;81;65;73;67;71;79;78
шампунь для укрепления волос купить;https://da-vita.ru/catalog/shampuni-dlya-ukrepleniya-volos.html;2;8;3;1;1;1;1;1;2;1;4;1;2;3;1;1;1;1;2;4
шампунь на основе соли мертвого моря;https://da-vita.ru/catalog/dlya_volos_man/mineralnii-shampun.html;84;45;94;80;51;50;46;47;64;66;48;48;67;65;66;88;67;65;81;82
шампунь на основе соли мертвого моря отзывы;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь нормальных волос купить;https://da-vita.ru/catalog/dlya-normalnih-volos.html;31;30;34;28;26;26;24;26;33;19;19;38;30;36;37;32;38;36;35;33
шампунь от выпадения волос цена;https://da-vita.ru/catalog/shampuni-ot-vipadeniya-volos.html;97;97;32;34;83;83;101;101;101;88;88;98;101;101;101;101;101;101;94;94
шампунь от желтизны волос купить;https://da-vita.ru/catalog/shampuni-protiv-jeltizni-volos.html;55;59;41;44;44;44;44;45;39;63;46;42;49;47;34;51;43;41;41;39
шампунь от перхоти health beauty;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;85;101;101
шампунь против выпадения волос для мужчин купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь против выпадения волос купить;-;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь против желтизны волос купить;https://da-vita.ru/catalog/shampuni-protiv-jeltizni-volos.html;47;62;46;40;33;34;39;40;43;36;33;37;40;37;41;39;38;35;34;38
шампунь с кератином для волос купить;-;42;42;101;101;61;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
шампунь с кератином для волос цена;-;32;39;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101;101
